,X1_2_3_4,X1_2,X2_3,X3_4,X1_2_3,X2_3_4,cow_id,quarter,,first_date,first_visit,first_farm,first_order,first_path_1,first_path1_IMI,first_path_2,first_path2_IMI,first_path_3,first_path3_IMI,first_path_4,first_path4_IMI,first_quarter_code,first_isolate_1,first_isolate_2,first_isolate_3,first_isolate_4,first_clinical,first_blind,first_teatinj,first_pstmilking,first_mixed_inf_series,first_dup_not_collected,first_IMI_series,first_hygiene_1,first_hygiene_2,first_cc_1,first_cc_2,first_cc_3,first_scc,first_scc_eq_above_200k,first_scc_eq_above_100k,first_contam,first_contam_comment,first_uniqueID,second_date,second_visit,second_farm,second_order,second_path_1,second_path1_IMI,second_path_2,second_path2_IMI,second_path_3,second_path3_IMI,second_path_4,second_path4_IMI,second_quarter_code,second_isolate_1,second_isolate_2,second_isolate_3,second_isolate_4,second_clinical,second_blind,second_teatinj,second_pstmilking,second_mixed_inf_series,second_dup_not_collected,second_IMI_series,second_hygiene_1,second_hygiene_2,second_cc_1,second_cc_2,second_cc_3, second_scc ,second_scc_eq_above_200k,second_scc_eq_above_100k,second_contam,second_contam_comment,second_uniqueID,third_date,third_visit,third_farm,third_order,third_path_1,third_path1_IMI,third_path_2,third_path2_IMI,third_path_3,third_path3_IMI,third_path_4,third_path4_IMI,third_quarter_code,third_isolate_1,third_isolate_2,third_isolate_3,third_isolate_4,third_clinical,third_blind,third_teatinj,third_pstmilking,third_mixed_inf_series,third_dup_not_collected,third_IMI_series,third_hygiene_1,third_hygiene_2,third_cc_1,third_cc_2,third_cc_3,third_scc,third_scc_eq_above_200k,third_scc_eq_above_100k,third_contam,third_contam_comment,third_uniqueID,fourth_date,fourth_visit,fourth_farm,fourth_order,fourth_path_1,fourth_path1_IMI,fourth_path_2,fourth_path2_IMI,fourth_path_3,fourth_path3_IMI,fourth_path_4,fourth_path4_IMI,fourth_quarter_code,fourth_isolate_1,fourth_isolate_2,fourth_isolate_3,fourth_isolate_4,fourth_clinical,fourth_blind,fourth_teatinj,fourth_pstmilking,fourth_mixed_inf_series,fourth_dup_not_collected,fourth_IMI_series,fourth_hygiene_1,fourth_hygiene_2,fourth_cc_1,fourth_cc_2,fourth_cc_3,fourth_scc,fourth_contam,fourth_contam_comment,fourth_uniqueID
45,,,,,y,,ambrosia_Lynd,LH,ambrosia_Lynd_LH,12.19.2019,first,Lynd,4,cns,yes2,,,,,,,2,LF005,,,,,,,,no,,yes,NA,NA,NA,NA,NA,71000,n,n,,,ambrosia_Lynd_LH,1.30.2020,second,Lynd,2,cns,yes2,,,NA,NA,NA,NA,2,LF047,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"110,000",n,y,,,ambrosia_Lynd_LH,3.5.2020,third,Lynd,10,cns,yes2,,,,,,,2,LF101,,,,,,,,no,,yes,NA,NA,NA,NA,NA,91000,n,n,,,ambrosia_Lynd_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ambrosia_Lynd_LH_fourth
87,,,,,y,,denver_Swallowdale,RH,denver_Swallowdale_RH,12.13.2019,first,Swallowdale,12,cns,yes2,,,,,,,2,SW021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,103000,n,y,,,denver_Swallowdale_RH,1.22.2020,second,Swallowdale,29,cns,yes2,,,NA,NA,NA,NA,2,SW084,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"68,000",n,n,,,denver_Swallowdale_RH,2.28.2020,third,Swallowdale,29,cns,yes2,,,,,,,2,SW125,,,,,,,,no,,yes,NA,NA,NA,NA,NA,92000,n,n,,,denver_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,denver_Swallowdale_RH_fourth
30,,,,,y,,manzana_Butterworks,LH,manzana_Butterworks_LH,1.2.2020,first,Butterworks,19,cns,yes2,,,,,,,2,BW029,,,,,,,,no,,yes,NA,NA,NA,NA,NA,210000,y,y,,,manzana_Butterworks_LH,2.4.2020,second,Butterworks,20,cns,yes2,,,NA,NA,NA,NA,2,BW089,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"470,000",y,y,,,manzana_Butterworks_LH,3.3.2020,third,Butterworks,20,cns,yes2,,,,,,,2,BW137,,,,,,,,no,,yes,NA,NA,NA,NA,NA,94000,n,n,,,manzana_Butterworks_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,manzana_Butterworks_LH_fourth
100,,,,,y,,esme_vonTrapp,LH,esme_vonTrapp_LH,1.6.2020,first,vonTrapp,11,cns,yes2,,,,,,,2,VT011,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,esme_vonTrapp_LH,2.12.2020,second,vonTrapp,8,cns,yes2,,,NA,NA,NA,NA,2,VT042,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"84,000",n,n,,,esme_vonTrapp_LH,3.10.2020,third,vonTrapp,12,cns,yes2,,,,,,,2,VT076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,99000,n,n,,,esme_vonTrapp_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,esme_vonTrapp_LH_fourth
1,,,,,y,,zelda_vonTrapp,LF,zelda_vonTrapp_LF,1.6.2020,first,vonTrapp,14,cns,yes1,,,,,,,1,VT015,,,,,,,,no,,yes,NA,NA,NA,NA,NA,170000,n,y,,,zelda_vonTrapp_LF,2.12.2020,second,vonTrapp,14,cns,yes1,,,NA,NA,NA,NA,1,VT046,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"90,000",n,n,,,zelda_vonTrapp_LF,3.10.2020,third,vonTrapp,14,cns,yes2,,,,,,,2,VT079,,,,,,,,no,,yes,NA,NA,NA,NA,NA,100000,n,y,,,zelda_vonTrapp_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,zelda_vonTrapp_LF_fourth
64,,,,,y,,goody_OughtaBe,LH,goody_OughtaBe_LH,1.3.2020,first,OughtaBe,9,cns,yes2,cns,other35,,,,,35,OB006,OB007,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,300000,y,y,,,goody_OughtaBe_LH,2.14.2020,second,OughtaBe,9,cns,yes2,,,NA,NA,NA,NA,2,OB062,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"520,000",y,y,,,goody_OughtaBe_LH,3.12.2020,third,OughtaBe,10,cns,yes2,,,,,,,2,OB125,,,,,,,,no,,yes,NA,NA,NA,NA,NA,100000,n,y,,,goody_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,goody_OughtaBe_LH_fourth
7,,,,,y,,207_Glennview,LH,207_Glennview_LH,1.14.2020,first,Glennview,29,cns,yes2,,,,,,,2,GV042,,,,,,,,no,,yes,NA,NA,NA,NA,NA,84000,n,n,,,207_Glennview_LH,2.19.2020,second,Glennview,30,cns,yes1,,,NA,NA,NA,NA,1,GV089,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"66,000",n,n,,,207_Glennview_LH,3.19.2020,third,Glennview,23,cns,yes2,,,,,,,2,GV136,,,,,,,,no,,yes,NA,NA,NA,NA,NA,110000,n,y,,,207_Glennview_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207_Glennview_LH_fourth
73,,,,,y,,katie_OughtaBe,LH,katie_OughtaBe_LH,1.3.2020,first,OughtaBe,35,cns,yes2,,,,,,,2,OB051,,,,,,,,no,,yes,NA,NA,NA,NA,NA,180000,n,y,,,katie_OughtaBe_LH,2.14.2020,second,OughtaBe,35,cns,yes2,,,NA,NA,NA,NA,2,OB102,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"190,000",n,y,,,katie_OughtaBe_LH,3.12.2020,third,OughtaBe,35,cns,yes2,,,,,,,2,OB167,,,,,,,,,,yes,NA,NA,NA,NA,NA,110000,n,y,,,katie_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,katie_OughtaBe_LH_fourth
39,,,,,y,,snowball_Butterworks,RH,snowball_Butterworks_RH,1.2.2020,first,Butterworks,12,cns,yes2,,,,,,,2,BW012,,,,,,,,no,,yes,NA,NA,NA,NA,NA,500000,y,y,,,snowball_Butterworks_RH,2.4.2020,second,Butterworks,12,cns,yes2,cns,other18,NA,NA,NA,NA,2,BW082,BW083,NA,NA,NA,NA,,NA,tbd,NA,yes,NA,NA,NA,NA,NA,"480,000",y,y,,,snowball_Butterworks_RH,3.3.2020,third,Butterworks,12,cns,yes2,,,,,,,2,BW129,,,,,,,,no,,yes,NA,NA,NA,NA,NA,110000,n,y,,,snowball_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,snowball_Butterworks_RH_fourth
102,,,,,y,,flavia_vonTrapp,RH,flavia_vonTrapp_RH,1.6.2020,first,vonTrapp,20,cns,yes2,,,,,,,2,VT020,,,,,,,,no,,yes,NA,NA,NA,NA,NA,110000,n,y,,,flavia_vonTrapp_RH,2.12.2020,second,vonTrapp,21,cns,yes2,,,NA,NA,NA,NA,2,VT052,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"67,000",n,n,,,flavia_vonTrapp_RH,3.10.2020,third,vonTrapp,19,cns,yes2,,,,,,,2,VT085,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,flavia_vonTrapp_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flavia_vonTrapp_RH_fourth
42,,,,,y,,199_Glennview,RH,199_Glennview_RH,1.14.2020,first,Glennview,11,cns,yes2,,,,,,,2,GV024,,,,,,,,no,,yes,NA,NA,NA,NA,NA,190000,n,y,,,199_Glennview_RH,2.19.2020,second,Glennview,32,cns,yes2,,,NA,NA,NA,NA,2,GV092,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"79,000",n,n,,,199_Glennview_RH,3.19.2020,third,Glennview,2,cns,yes2,,,,,,,2,GV102,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,199_Glennview_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199_Glennview_RH_fourth
9,,,,,y,,krone_Lynd,LF,krone_Lynd_LF,12.19.2019,first,Lynd,27,cns,yes2,,,,,,,2,LF032,,,,,,,,no,,yes,NA,NA,NA,NA,NA,52000,n,n,,,krone_Lynd_LF,1.30.2020,second,Lynd,18,cns,yes1,,,NA,NA,NA,NA,1,LF069,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"88,000",n,n,,,krone_Lynd_LF,3.5.2020,third,Lynd,15,cns,yes2,,,,,,,2,LF107,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,krone_Lynd_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,krone_Lynd_LF_fourth
91,,,,,y,,paige_Swallowdale,RH,paige_Swallowdale_RH,12.13.2019,first,Swallowdale,11,cns,yes2,cns,other18,,,,,2,SW017,SW018,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,55000,n,n,,,paige_Swallowdale_RH,1.22.2020,second,Swallowdale,7,cns,yes2,,,NA,NA,NA,NA,2,SW064,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"89,000",n,n,,,paige_Swallowdale_RH,2.28.2020,third,Swallowdale,5,cns,yes2,,,,,,,2,SW096,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,paige_Swallowdale_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,paige_Swallowdale_RH_fourth
43,,,,,y,,42_Glennview,LF,42_Glennview_LF,1.14.2020,first,Glennview,27,cns,yes2,,,,,,,2,GV039,,,,,,,,no,,yes,NA,NA,NA,NA,NA,310000,y,y,,,42_Glennview_LF,2.19.2020,second,Glennview,18,cns,yes2,,,NA,NA,NA,NA,2,GV073,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"160,000",n,y,,,42_Glennview_LF,3.19.2020,third,Glennview,10,cns,yes2,,,,,,,2,GV117,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,42_Glennview_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42_Glennview_LF_fourth
60,,,,,y,,willy_Lynd,RF,willy_Lynd_RF,12.19.2019,first,Lynd,33,cns,yes2,,,,,,,2,LF038,,,,,,,,no,,yes,NA,NA,NA,NA,NA,47000,n,n,,,willy_Lynd_RF,1.30.2020,second,Lynd,20,cns,yes2,cns,other18,NA,NA,NA,NA,2,LF073,LF074,NA,NA,NA,NA,,NA,tbd,NA,yes,NA,NA,NA,NA,NA,"250,000",y,y,,,willy_Lynd_RF,3.5.2020,third,Lynd,25,cns,yes2,,,,,,,2,LF118,,,,,,,,no,,yes,NA,NA,NA,NA,NA,120000,n,y,,,willy_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,willy_Lynd_RF_fourth
65,,,,,y,,kit_OughtaBe,LH,kit_OughtaBe_LH,1.3.2020,first,OughtaBe,2,cns,yes2,,,,,,,2,OB002,,,,,,,,no,,yes,NA,NA,NA,NA,NA,290000,y,y,,,kit_OughtaBe_LH,2.14.2020,second,OughtaBe,3,cns,yes2,,,NA,NA,NA,NA,2,OB059,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"320,000",y,y,,,kit_OughtaBe_LH,3.12.2020,third,OughtaBe,5,cns,yes2,cns,other18,,,,,2,OB112,OB168,,,,,,,tbd,,yes,NA,NA,NA,NA,NA,120000,n,y,,,kit_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kit_OughtaBe_LH_fourth
10,,,,,y,,krone_Lynd,RF,krone_Lynd_RF,12.19.2019,first,Lynd,27,cns,yes2,,,,,,,2,LF034,,,,,,,,no,,yes,NA,NA,NA,NA,NA,51000,n,n,,,krone_Lynd_RF,1.30.2020,second,Lynd,18,cns,yes1,,,NA,NA,NA,NA,1,LF071,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"89,000",n,n,,,krone_Lynd_RF,3.5.2020,third,Lynd,15,cns,yes2,,,,,,,2,LF109,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,krone_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,krone_Lynd_RF_fourth
13,,,,,y,,gift379_Paddlebridge,LF,gift379_Paddlebridge_LF,1.17.2020,first,Paddlebridge,30,cns,yes2,,,,,,,2,PB023,,,,,,,,no,,yes,NA,NA,NA,NA,NA,210000,y,y,,,gift379_Paddlebridge_LF,2.21.2020,second,Paddlebridge,28,cns,yes1,,,NA,NA,NA,NA,1,PB054,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"150,000",n,y,,,gift379_Paddlebridge_LF,3.20.2020,third,Paddlebridge,28,cns,yes2,,,,,,,2,PB091,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,gift379_Paddlebridge_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gift379_Paddlebridge_LF_fourth
46,,,,,y,,chaloopa_Lynd,LF,chaloopa_Lynd_LF,12.19.2019,first,Lynd,9,cns,yes2,,,,,,,2,LF009,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,chaloopa_Lynd_LF,1.30.2020,second,Lynd,16,cns,yes2,,,NA,NA,NA,NA,2,LF066,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"220,000",y,y,,,chaloopa_Lynd_LF,3.5.2020,third,Lynd,3,cns,yes2,,,,,,,2,LF093,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,chaloopa_Lynd_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chaloopa_Lynd_LF_fourth
62,,,,,y,,aloha_OughtaBe,LH,aloha_OughtaBe_LH,1.3.2020,first,OughtaBe,4,cns,yes2,,,,,,,2,OB003,,,,,,,,no,,yes,NA,NA,NA,NA,NA,550000,y,y,,,aloha_OughtaBe_LH,2.14.2020,second,OughtaBe,2,cns,yes2,cns,other18,NA,NA,NA,NA,2,OB056,OB058,NA,NA,NA,NA,,NA,tbd,NA,yes,NA,NA,NA,NA,NA,"2,600,000",y,y,,,aloha_OughtaBe_LH,3.12.2020,third,OughtaBe,2,cns,yes2,,,,,,,2,OB111,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,aloha_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aloha_OughtaBe_LH_fourth
101,,,,,y,,flavia_vonTrapp,LF,flavia_vonTrapp_LF,1.6.2020,first,vonTrapp,20,cns,yes2,,,,,,,2,VT019,,,,,,,,no,,yes,NA,NA,NA,NA,NA,86000,n,n,,,flavia_vonTrapp_LF,2.12.2020,second,vonTrapp,21,cns,yes2,,,NA,NA,NA,NA,2,VT051,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"59,000",n,n,,,flavia_vonTrapp_LF,3.10.2020,third,vonTrapp,19,cns,yes2,,,,,,,2,VT084,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,n,y,,,flavia_vonTrapp_LF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,flavia_vonTrapp_LF_fourth
84,,,,,y,,sapphire338_Paddlebridge,RH,sapphire338_Paddlebridge_RH,1.17.2020,first,Paddlebridge,28,cns,yes2,,,,,,,2,PB021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,260000,y,y,,,sapphire338_Paddlebridge_RH,2.21.2020,second,Paddlebridge,24,cns,yes2,,,NA,NA,NA,NA,2,PB047,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"81,000",n,n,,,sapphire338_Paddlebridge_RH,3.20.2020,third,Paddlebridge,21,cns,yes2,,,,,,,2,PB076,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,n,y,,,sapphire338_Paddlebridge_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sapphire338_Paddlebridge_RH_fourth
85,,,,,y,,amber_Swallowdale,LH,amber_Swallowdale_LH,12.13.2019,first,Swallowdale,26,cns,yes2,,,,,,,2,SW041,,,,,,,,no,,yes,NA,NA,NA,NA,NA,57000,n,n,,,amber_Swallowdale_LH,1.22.2020,second,Swallowdale,11,cns,yes2,,,NA,NA,NA,NA,2,SW071,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"110,000",n,y,,,amber_Swallowdale_LH,2.28.2020,third,Swallowdale,13,cns,yes2,,,,,,,2,SW105,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,n,y,,,amber_Swallowdale_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amber_Swallowdale_LH_fourth
112,,,,,y,,30_Choiniere,LH,30_Choiniere_LH,12.11.2019,first,Choiniere,34,cns,yes2,,,,,,,2,CF061,,,,,,,,no,,yes,NA,NA,NA,NA,NA,212000,y,y,,,30_Choiniere_LH,1.21.2020,second,Choiniere,20,cns,yes2,,,NA,NA,NA,NA,2,CF110,,NA,NA,NA,NA,,NA,,NA,yes,NA,NA,NA,NA,NA,"140,000",n,y,,,30_Choiniere_LH,2.17.2020,third,Choiniere,32,cns,yes2,,,,,,,2,CF177,,,,,,,,no,,yes,NA,NA,NA,NA,NA,140000,n,y,,,30_Choiniere_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30_Choiniere_LH_fourth
33,,,,,y,,marjoram_Butterworks,RH,marjoram_Butterworks_RH,1.2.2020,first,Butterworks,18,cns,yes2,,,,,,,2,BW027,,,,,,,,no,,yes,NA,NA,NA,NA,NA,130000,n,y,,,marjoram_Butterworks_RH,2.4.2020,second,Butterworks,18,cns,yes2,,,NA,NA,NA,NA,2,BW086,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"240,000",y,y,,,marjoram_Butterworks_RH,3.3.2020,third,Butterworks,19,cns,yes2,,,,,,,2,BW136,,,,,,,,no,,yes,NA,NA,NA,NA,NA,150000,n,y,,,marjoram_Butterworks_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,marjoram_Butterworks_RH_fourth
44,,,,,y,,amarillo_Lynd,RF,amarillo_Lynd_RF,12.19.2019,first,Lynd,15,cns,yes2,,,,,,,2,LF021,,,,,,,,no,,yes,NA,NA,NA,NA,NA,88000,n,n,,,amarillo_Lynd_RF,1.30.2020,second,Lynd,12,cns,yes2,,,NA,NA,NA,NA,2,LF062,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"310,000",y,y,,,amarillo_Lynd_RF,3.5.2020,third,Lynd,13,cns,yes2,,,,,,,2,LF104,,,,,,,,no,,yes,NA,NA,NA,NA,NA,150000,n,y,,,amarillo_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,amarillo_Lynd_RF_fourth
22,,,,,y,,panda_vonTrapp,RH,panda_vonTrapp_RH,1.6.2020,first,vonTrapp,27,cns,yes2,,,,,,,2,VT028,,,,,,,,no,,yes,NA,NA,NA,NA,NA,860000,y,y,,,panda_vonTrapp_RH,2.12.2020,second,vonTrapp,30,cns,yes2,,,NA,NA,NA,NA,2,VT063,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"150,000",n,y,,,panda_vonTrapp_RH,3.10.2020,third,vonTrapp,29,cns,yes1,,,,,,,1,VT097,,,,,,,,no,,yes,NA,NA,NA,NA,NA,160000,n,y,,,panda_vonTrapp_RH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,panda_vonTrapp_RH_fourth
66,,,,,y,,mschar_OughtaBe,LH,mschar_OughtaBe_LH,1.3.2020,first,OughtaBe,22,cns,yes2,,,,,,,2,OB030,,,,,,,,no,,yes,NA,NA,NA,NA,NA,71000,n,n,,,mschar_OughtaBe_LH,2.14.2020,second,OughtaBe,17,cns,yes2,,,NA,NA,NA,NA,2,OB077,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"170,000",n,y,,,mschar_OughtaBe_LH,3.12.2020,third,OughtaBe,19,cns,yes2,,,,,,,2,OB140,,,,,,,,no,,yes,NA,NA,NA,NA,NA,160000,n,y,,,mschar_OughtaBe_LH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mschar_OughtaBe_LH_fourth
51,,,,,y,,kowabunga_Lynd,RF,kowabunga_Lynd_RF,12.19.2019,first,Lynd,13,cns,yes2,,,,,,,2,LF017,,,,,,,,no,,yes,NA,NA,NA,NA,NA,55000,n,n,,,kowabunga_Lynd_RF,1.30.2020,second,Lynd,14,cns,yes2,,,NA,NA,NA,NA,2,LF064,,NA,NA,NA,NA,,NA,no,NA,yes,NA,NA,NA,NA,NA,"420,000",y,y,,,kowabunga_Lynd_RF,3.5.2020,third,Lynd,5,cns,yes2,,,,,,,2,LF097,,,,,,,,no,,yes,NA,NA,NA,NA,NA,160000,n,y,,,kowabunga_Lynd_RF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,kowabunga_Lynd_RF_fourth
