date,visit,farm,order,cow_id,quarter,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,cc_1,cc_2,cc_3,path_group,scc,contam,contam_comment
3.3.2020,third,butterworks,8,pearl,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,44000,,
3.3.2020,third,butterworks,8,pearl,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,100000,,
3.3.2020,third,butterworks,9,blackberry,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,4,NA,NA,NA,none,12000,,
3.3.2020,third,butterworks,9,blackberry,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,4,NA,NA,NA,none,30000,,
3.3.2020,third,butterworks,9,blackberry,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,4,NA,NA,NA,none,34000,,
3.3.2020,third,butterworks,10,wildcucumber,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,14000,,
3.3.2020,third,butterworks,10,wildcucumber,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,18000,,
3.3.2020,third,butterworks,11,rhubarb,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,4000,,
3.3.2020,third,butterworks,11,rhubarb,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,3000,,
3.3.2020,third,butterworks,11,rhubarb,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,2000,,
3.3.2020,third,butterworks,12,snowball,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,20000,,
3.3.2020,third,butterworks,13,nebula,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,4000,,
3.3.2020,third,butterworks,13,nebula,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,6000,,
3.3.2020,third,butterworks,13,nebula,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,39000,,
3.3.2020,third,butterworks,14,joy,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,6000,,
3.3.2020,third,butterworks,14,joy,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,3000,,
3.3.2020,third,butterworks,14,joy,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,74000,,
3.3.2020,third,butterworks,14,joy,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,4000,,
3.3.2020,third,butterworks,15,mustard,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,2000,,
3.3.2020,third,butterworks,15,mustard,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,5000,,
3.3.2020,third,butterworks,15,mustard,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,11000,,
3.3.2020,third,butterworks,15,mustard,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,7000,,
3.3.2020,third,butterworks,16,hawthorn,LH,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,28000,,
3.3.2020,third,butterworks,16,hawthorn,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,18000,,
3.3.2020,third,butterworks,16,hawthorn,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,19000,,
3.3.2020,third,butterworks,17,nazareth,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,79000,,
3.3.2020,third,butterworks,18,nona,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,41000,,
3.3.2020,third,butterworks,18,nona,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,26000,,
3.3.2020,third,butterworks,18,nona,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,34000,,
3.3.2020,third,butterworks,18,nona,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,32000,,
3.3.2020,third,butterworks,19,marjoram,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,1,c,1,NA,NA,NA,none,12000,,
3.3.2020,third,butterworks,19,marjoram,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,1,c,1,NA,NA,NA,none,15000,,
3.3.2020,third,butterworks,19,marjoram,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,1,c,1,NA,NA,NA,none,19000,,
3.3.2020,third,butterworks,21,avocado,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,3,NA,NA,NA,none,3000,,
3.3.2020,third,butterworks,21,avocado,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,3,NA,NA,NA,none,8000,,
3.3.2020,third,butterworks,22,aurora,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,0,,
3.3.2020,third,butterworks,22,aurora,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,7000,,
3.3.2020,third,butterworks,22,aurora,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,24000,,
3.3.2020,third,butterworks,22,aurora,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,1,NA,NA,NA,none,480000,,
3.3.2020,third,butterworks,23,love,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,96000,,
3.3.2020,third,butterworks,23,love,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,91000,,
3.3.2020,third,butterworks,23,love,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,71000,,
3.3.2020,third,butterworks,23,love,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,49000,,
3.3.2020,third,butterworks,24,star,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,3,NA,NA,NA,none,58000,,
3.3.2020,third,butterworks,24,star,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,3,NA,NA,NA,none,38000,,
3.3.2020,third,butterworks,24,star,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,3,NA,NA,NA,none,160000,,
3.3.2020,third,butterworks,26,melissa,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,7000,,
3.3.2020,third,butterworks,26,melissa,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,5000,,
3.3.2020,third,butterworks,26,melissa,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,7000,,
3.3.2020,third,butterworks,27,eva,LH,sa,no5,,,,,,,5,bw149,,,,,,,,,,NA,NA,,,,,,,no,n,2,c,2,NA,NA,NA,none,810000,,
3.3.2020,third,butterworks,27,eva,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,23000,,
3.3.2020,third,butterworks,27,eva,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,2,c,2,NA,NA,NA,none,3000,,
3.3.2020,third,butterworks,28,peace,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,32000,,
3.3.2020,third,butterworks,28,peace,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,6000,,
3.3.2020,third,butterworks,29,petunia,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,10000,,
3.3.2020,third,butterworks,29,petunia,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,140000,,
3.3.2020,third,butterworks,30,jackie,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,16000,,
3.3.2020,third,butterworks,30,jackie,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,10000,,
3.3.2020,third,butterworks,30,jackie,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,12000,,
3.3.2020,third,butterworks,31,gabrielle,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,11000,,
3.3.2020,third,butterworks,31,gabrielle,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,0,,
3.3.2020,third,butterworks,32,bon,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,2000,,
3.3.2020,third,butterworks,32,bon,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,4000,,
3.3.2020,third,butterworks,32,bon,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,1,NA,NA,NA,none,35000,,
3.3.2020,third,butterworks,33,applecore,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,3,c,2,NA,NA,NA,none,9000,,
3.3.2020,third,butterworks,34,paprika,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,3,NA,NA,NA,none,3000,,
3.3.2020,third,butterworks,35,lilac,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,4,NA,NA,NA,none,43000,,
3.3.2020,third,butterworks,35,lilac,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,n,4,c,4,NA,NA,NA,none,45000,,
12.11.2019,first,choiniere,2,27,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,48000,,
12.11.2019,first,choiniere,2,27,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,501000,,
12.11.2019,first,choiniere,3,69,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,4,66,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,7000,,
12.11.2019,first,choiniere,4,66,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,2000,,
12.11.2019,first,choiniere,7,19,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,9,32,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,4,NA,NA,NA,none,9000,,
12.11.2019,first,choiniere,10,11,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,37000,,
12.11.2019,first,choiniere,10,11,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,29000,,
12.11.2019,first,choiniere,10,11,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,27000,,
12.11.2019,first,choiniere,10,11,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,34000,,
12.11.2019,first,choiniere,11,41,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,7000,,
12.11.2019,first,choiniere,12,26,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,96000,,
12.11.2019,first,choiniere,12,26,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,78000,,
12.11.2019,first,choiniere,12,26,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,181000,,
12.11.2019,first,choiniere,12,26,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,53000,,
12.11.2019,first,choiniere,13,12,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,12000,,
12.11.2019,first,choiniere,13,12,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,15000,,
12.11.2019,first,choiniere,14,3,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,0,,
12.11.2019,first,choiniere,14,3,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,5000,,
12.11.2019,first,choiniere,14,3,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,3000,,
12.11.2019,first,choiniere,16,9,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,1407000,,
12.11.2019,first,choiniere,16,9,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,36000,,
12.11.2019,first,choiniere,18,17,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,94000,,
12.11.2019,first,choiniere,18,17,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,20000,,
12.11.2019,first,choiniere,19,23,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,3000,,
12.11.2019,first,choiniere,19,23,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,1,NA,NA,NA,none,2000,,
12.11.2019,first,choiniere,20,7,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,10000,,
12.11.2019,first,choiniere,20,7,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,0,,
12.11.2019,first,choiniere,21,4,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,3000,,
12.11.2019,first,choiniere,21,4,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,3,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,23,44,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,45000,,
12.11.2019,first,choiniere,24,74,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,21000,,
12.11.2019,first,choiniere,24,74,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,25,48,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,26000,,
12.11.2019,first,choiniere,25,48,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,25,48,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,18000,,
12.11.2019,first,choiniere,25,48,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,6000,,
12.11.2019,first,choiniere,26,56,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,30,869,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,4000,,
12.11.2019,first,choiniere,31,741,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,4,NA,NA,NA,none,0,,
12.11.2019,first,choiniere,31,741,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,4,NA,NA,NA,none,3000,,
12.11.2019,first,choiniere,31,741,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,4,NA,NA,NA,none,2000,,
12.11.2019,first,choiniere,32,93,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,4,NA,NA,NA,none,587000,,
12.11.2019,first,choiniere,33,28,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,3000,,
12.11.2019,first,choiniere,33,28,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,8000,,
12.11.2019,first,choiniere,34,30,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,7000,,
12.11.2019,first,choiniere,34,30,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,5000,,
1.21.2020,second,choiniere,3,9,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,11000,,
1.21.2020,second,choiniere,4,57,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,30000,,
1.21.2020,second,choiniere,4,57,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,25000,,
1.21.2020,second,choiniere,4,57,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,28000,,
1.21.2020,second,choiniere,4,57,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,410000,,
1.21.2020,second,choiniere,5,52,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,11000,,
1.21.2020,second,choiniere,5,52,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,2000,,
1.21.2020,second,choiniere,6,54,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,NA,c,1,NA,NA,NA,none,45000,,
1.21.2020,second,choiniere,6,54,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,NA,c,1,NA,NA,NA,none,20000,,
1.21.2020,second,choiniere,8,69,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,4000,,
1.21.2020,second,choiniere,9,49,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,280000,,
1.21.2020,second,choiniere,11,1016.96,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,15000,,
1.21.2020,second,choiniere,11,1016.96,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,7000,,
1.21.2020,second,choiniere,11,1016.96,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,6000,,
1.21.2020,second,choiniere,11,1016.96,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,4000,,
1.21.2020,second,choiniere,12,741,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,7000,,
1.21.2020,second,choiniere,12,741,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,6000,,
1.21.2020,second,choiniere,12,741,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,2000,,
1.21.2020,second,choiniere,13,38,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,3000,,
1.21.2020,second,choiniere,13,38,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,0,,
1.21.2020,second,choiniere,13,38,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,4,c,3,NA,NA,NA,none,0,,
1.21.2020,second,choiniere,14,12,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,210000,,
1.21.2020,second,choiniere,14,12,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,32000,,
1.21.2020,second,choiniere,15,4,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,8000,,
1.21.2020,second,choiniere,15,4,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,3,NA,NA,NA,none,6000,,
1.21.2020,second,choiniere,16,7,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,3,c,2,NA,NA,NA,none,7000,,
1.21.2020,second,choiniere,18,3,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,7000,,
1.21.2020,second,choiniere,21,27,LH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,84000,,
1.21.2020,second,choiniere,21,27,LF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,23000,,
1.21.2020,second,choiniere,21,27,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,400000,,
1.21.2020,second,choiniere,21,27,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,28000,,
1.21.2020,second,choiniere,22,48,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,6000,,
1.21.2020,second,choiniere,22,48,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,23000,,
1.21.2020,second,choiniere,23,93,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,490000,,
1.21.2020,second,choiniere,23,93,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,3400000,,
1.21.2020,second,choiniere,25,89,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,14000,,
1.21.2020,second,choiniere,25,89,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,6000,,
1.21.2020,second,choiniere,26,34,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,NA,c,3,NA,NA,NA,none,0,,
1.21.2020,second,choiniere,28,19,LH,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,3000,,
1.21.2020,second,choiniere,28,19,LF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,4000,,
1.21.2020,second,choiniere,28,19,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,0,,
1.21.2020,second,choiniere,29,41,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,1,NA,NA,NA,none,3000,,
1.21.2020,second,choiniere,30,74,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,2000,,
1.21.2020,second,choiniere,32,8,LH,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,26000,,
1.21.2020,second,choiniere,32,8,LF,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,380000,,
1.21.2020,second,choiniere,32,8,RH,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,16000,,
1.21.2020,second,choiniere,32,8,RF,,,,,,,,,6,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,54000,,
1.21.2020,second,choiniere,33,16,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,c,2,NA,NA,NA,none,3000,,
1.21.2020,second,choiniere,34,56,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,4000,,
1.21.2020,second,choiniere,34,56,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,1,c,2,NA,NA,NA,none,0,,
1.21.2020,second,choiniere,35,35,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,NA,c,NA,NA,NA,NA,none,12000,,
1.21.2020,second,choiniere,35,35,RF,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,NA,c,NA,NA,NA,NA,none,0,,
2.17.2020,third,choiniere,1,19,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,NA,NA,NA,NA,NA,none,2000,,
2.17.2020,third,choiniere,1,19,RH,,,,,,,,,5,,,,,,,,,,,NA,NA,,,,,,,,j,2,NA,NA,NA,NA,NA,none,3000,,
2.17.2020,third,choiniere,1,19,RF,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,NA,NA,NA,NA,NA,none,4000,,
2.17.2020,third,choiniere,2,56,LH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,NA,NA,NA,NA,NA,none,2000,,
2.17.2020,third,choiniere,2,56,RH,,,,,,,,,3,,,,,,,,,,,NA,NA,,,,,,,,j,2,NA,NA,NA,NA,NA,none,6000,,
