cowid_quarter,first_NA,second_NA,third_NA,fourth_NA,just_1,just_2,just_3,just_4,1_2,2_3,3_4,1_4,2_4,1_3,1_2_3,1_x_3_4,1_2_x_4,2_3_4,1_2_3_4,first_IMI,second_IMI,third_IMI,fourth_IMI,first_SCS,second_SCS,third_SCS,fourth_SCS
pearl_Butterworks_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,1.526068812,1.815575429,NA
picknick_Swallowdale_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-2.64385619,-2.058893689,NA
pledge_Swallowdale_LH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-2.64385619,-2.64385619,NA
pomme_Butterworks_RF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-0.184424571,-2.64385619,NA
snowball_Butterworks_LF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,1.815575429,0.678071905,NA
sondra_Swallowdale_LH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,1.056583528,0.443606651,NA
sonic_Swallowdale_LH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-2.058893689,-1.64385619,NA
sonic_Swallowdale_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-1.64385619,-1.321928095,NA
strawberry_Butterworks_RF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-0.473931188,-2.058893689,NA
ursala_vonTrapp_RF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-0.64385619,-1.321928095,NA
ursala_vonTrapp_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-0.64385619,-2.058893689,NA
vida6_Paddlebridge_RF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,2.815575429,1.748461233,NA
vida6_Paddlebridge_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,0.879705766,1.163498732,NA
webster_Lynd_LF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-0.64385619,0.163498732,NA
wildcucumber_Butterworks_RF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,0.748461233,0.526068812,NA
wildcucumber_Butterworks_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,0.263034406,0.163498732,NA
wmca_Lynd_RH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,1.111031312,1.443606651,NA
zelda_vonTrapp_LH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,2.86393845,1.782408565,NA
zoe_Lynd_LF,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-2.64385619,-1.321928095,NA
zoe_Lynd_LH,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,No growth,No growth,NA,NA,-1.321928095,0.056583528,NA
19_Choiniere_RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-1.64385619,-1.64385619
3_Choiniere_RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-1.64385619,-1.058893689
34_Choiniere_RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-2.64385619,-2.64385619
35_Choiniere_LF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,0.263034406,0.056583528
35_Choiniere_RF,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-2.64385619,0.526068812
38_Choiniere_RH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-2.64385619,-2.64385619
54_Choiniere_LH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-1.64385619,-0.836501268
56_Choiniere_LH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,No growth,No growth,NA,NA,-2.64385619,0.678071905
32_Choiniere_LH,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No growth,NA,NA,No growth,-0.473931188,NA,NA,-0.321928095
41_Choiniere_RH,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,No growth,NA,NA,No growth,-0.836501268,NA,NA,-1.058893689
16_Choiniere_RF,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,No growth,NA,No growth,NA,-2.058893689,NA,-1.058893689
38_Choiniere_LH,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,No growth,NA,No growth,NA,-2.058893689,NA,-2.058893689
52_Choiniere_LH,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,No growth,NA,No growth,NA,-0.184424571,NA,-0.836501268
57_Choiniere_LF,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,No growth,NA,No growth,NA,1,NA,0.604071324
57_Choiniere_RH,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,No growth,NA,No growth,NA,1.163498732,NA,0.35614381
114_Glennview_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.473931188,NA,0.815575429,NA
133_Glennview_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,-0.64385619,NA
17_Choiniere_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.678071905,NA,1.263034406,NA
192_Glennview_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,-0.836501268,NA
192_Glennview_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,0.526068812,NA
194_Glennview_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.058893689,NA,-0.836501268,NA
200_Glennview_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.184424571,NA,-0.058893689,NA
201_Glennview_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.836501268,NA,-0.64385619,NA
201_Glennview_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,-0.473931188,NA
201_Glennview_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.058893689,NA,-0.058893689,NA
205_Glennview_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.058893689,NA,-0.473931188,NA
207_Glennview_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.058893689,NA,-1.64385619,NA
26_Choiniere_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,2.641546029,NA,3.263034406,NA
26_Choiniere_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,2.941106311,NA,3,NA
26_Choiniere_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,2.084064265,NA,2.713695815,NA
27_Glennview_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,5.5360529,NA,5.459431619,NA
28_Choiniere_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.64385619,NA,0.263034406,NA
28_Choiniere_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.058893689,NA,-1.058893689,NA
30_Choiniere_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.836501268,NA,-0.473931188,NA
4_Choiniere_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,-1.058893689,NA
48_Choiniere_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,1.056583528,NA,1.604071324,NA
656_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.836501268,NA,1.056583528,NA
66_Choiniere_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.836501268,NA,-2.64385619,NA
66_Choiniere_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,-2.64385619,NA
670_BJ_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.056583528,NA,0.815575429,NA
670_BJ_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,0.815575429,NA
670_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.35614381,NA,1.111031312,NA
685_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.64385619,NA,0.941106311,NA
708_BJ_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.056583528,NA,1.056583528,NA
716_BJ_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.473931188,NA,-0.321928095,NA
722_BJ_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,-0.473931188,NA
733_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.163498732,NA,0.443606651,NA
739_BJ_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.058893689,NA,-1.058893689,NA
743_BJ_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,-2.058893689,NA
743_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,-2.058893689,NA
744_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,0.35614381,NA
749_BJ_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.058893689,NA,-0.184424571,NA
753_BJ_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,1.641546029,NA
755_BJ_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.321928095,NA,-0.64385619,NA
761_BJ_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,-1.64385619,NA
alma_vonTrapp_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,-2.64385619,NA
amarillo_Lynd_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,1.163498732,NA
annabelle27_Paddlebridge_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,-1.058893689,NA
cassia_Swallowdale_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,3.475084883,NA,4.263034406,NA
champne25_Paddlebridge_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,-2.64385619,NA
cheese_Lynd_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.321928095,NA,-0.473931188,NA
diane_Swallowdale_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.056583528,NA,2.263034406,NA
diane_Swallowdale_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,1.910732662,NA
ferrari28_Paddlebridge_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.443606651,NA,0.815575429,NA
ferrari28_Paddlebridge_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,4.807354922,NA,5.744161096,NA
honey_OughtaBe_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,1.214124805,NA,0.263034406,NA
irene_vonTrapp_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.35614381,NA,0.35614381,NA
khakibeige_Lynd_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,1.310340121,NA
klondike_Lynd_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.64385619,NA,-0.836501268,NA
kodiak_Lynd_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,4.372952098,NA,3.378511623,NA
leap_Lynd_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,-0.473931188,NA
lioness_Lynd_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.443606651,NA,1.782408565,NA
lop_Lynd_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.321928095,NA,1.310340121,NA
madge_Lynd_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.263034406,NA,0.35614381,NA
madge_Lynd_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.058893689,NA,-0.058893689,NA
matilda_vonTrapp_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.058893689,NA,-0.473931188,NA
melissa_Butterworks_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.473931188,NA,-0.836501268,NA
melissa_Butterworks_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-2.058893689,NA,-1.321928095,NA
pasta_Swallowdale_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,0.35614381,NA,-2.058893689,NA
pistol_OughtaBe_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.64385619,NA,-2.64385619,NA
sam19_Paddlebridge_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.64385619,NA,-0.836501268,NA
shania291_Paddlebridge_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,1.941106311,NA,0.678071905,NA
skyler_Swallowdale_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,0.163498732,NA
sparky_Swallowdale_LH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-0.64385619,NA,-0.058893689,NA
stamina391_Paddlebridge_RF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,-2.64385619,NA
zelda_vonTrapp_RH,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,1.748461233,NA,2.35614381,NA
zsazsa_Lynd_LF,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No growth,NA,No growth,NA,-1.64385619,NA,0.163498732,NA
ardetta_vonTrapp_LH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No growth,No growth,S.equorum,NA,-1.321928095,-1.321928095,-0.836501268,NA
fitzi13_Paddlebridge_LH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No growth,No growth,S.haemolyticus,NA,-1.321928095,0.056583528,3.925999419,NA
iris_vonTrapp_LH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No growth,No growth,S.devriesei,NA,-1.058893689,-2.64385619,-2.64385619,NA
kowabunga_Lynd_RH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No growth,No growth,S.haemolyticus,NA,7.465974465,8.129283017,6.137503524,NA
skyler_Swallowdale_LH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No growth,No growth,S.haemolyticus,NA,-2.058893689,-0.836501268,-2.058893689,NA
193_Glennview_LF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S.equorum,No growth,No growth,NA,-2.058893689,-2.058893689,-2.64385619,NA
alice_vonTrapp_RF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S.chromogenes,No growth,No growth,NA,3.137503524,-0.473931188,-1.321928095,NA
annabeth2_Paddlebridge_LH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S.haemolyticus,No growth,No growth,NA,0.941106311,1.782408565,1.485426827,NA
hyacinth_vonTrapp_RH,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S.equorum,No growth,No growth,NA,0.056583528,0.263034406,-0.64385619,NA
love_Butterworks_RF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,S.haemolyticus,No growth,No growth,NA,-2.058893689,-1.64385619,1.970853654,NA
93_Choiniere_RH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,S.aureus,No growth,NA,No growth,8.311793718,5.292781749,NA,4.765534746
