sort_4.24,farm,cow,quarter,cowid_quarter,cow_id_quarter_visit,visit,disclude_noDIM,disclude_noSCC,disclude_mixed_infection,lactation,DIM,hygiene_score,IMI_NAS_or_MAM,IMI_NAS_only,IMI_S_chromogenes,IMI_S_haemolyticus,IMI_S_simulans,IMI_S_equorum,IMI_S_agnetis,IMI_S_devriesei,IMI_S_warneri,IMI_S_xylosus,IMI_M_sciuri,IMI_S_auricularis,IMI_S_capitis,IMI_S_cohnii,IMI_S_epidermidis,IMI_M_fleurettii,IMI_S_gallinarum,IMI_S_hominis,IMI_S_pseudintermedius,IMI_S_saprophyticus,IMI_S_succinus,IMI_S_hyicus,IMI_M_vitilinus,IMI_staphylococcus_aureus,positive_for_IMI,date,farm_1,order,path_1,path1_imi,path_2,path2_imi,path_3,path3_imi,path_4,path4_imi,quarter_code,isolate_1,path_1_maldi_final_id,fix_1,isolate_2,path_2_maldi_final_id,fix_2,isolate_3,path_3_maldi_final_id,fix_3,isolate_4,path_4_maldi_final_id,fix_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,imi_series,hygiene_scorer_1,hygiene_1,hygiene_scorer_2,hygiene_2,scc,contam,contam_comment,dup_a_cfu_count,dup_b_cfu_count,more_than_2_org_present,additional_disclude_genIMI,actually_disclude,disclude_cant_determine_status,disclude_blind,disclude_dupmissing,disclude_samplingerror,disclude_contam,IMI_2014env,IMI_2014opp,IMI_2014host,IMI_2017rel,IMI_2017host,IMI_2017env,quarter_position_dup,lactation_dup,lact_grp,farm_hygiene_avg,facility_type,bedding_facility_combo,bedding_material,pred_breed,herd_size,herd_size_cat,rolling_herd_avg,sel_feed,air_quality_prod,age_fac,lying_surface,bp_fed_on_pack,bp_num_cows_on_pack,bp_pack_area,bp_cow_density,bp_stock_dens_perc,wood_dried,wood_storage,bedding_conditioner,freq_add_new_bedding_stall_wk,freq_stall_scraping_wk,depth_bedding_stalls,bp_freq_tilling_wk,bp_depth_tilled_in,bp_attentiveness,bp_bedding_depth,milking_sys,forestrip,towel_num,gloves,mast_det_recc,mast_record,culture_mast,culture_scc,culture_fresh,culture_dry,culture_loc,dry_prod,sel_supp,ind_hygiene_a,ind_hygiene_b,ind_hygiene_avg,IMI_acinetobacter_species,IMI_aerococcus_species,IMI_aerococcus_viridans,IMI_brachybacterium_species,IMI_brevibacterium_epidermidis,IMI_candida_rugosa,IMI_corynebacterium_amycolatum,IMI_corynebacterium_callunae,IMI_corynebacterium_casei,IMI_corynebacterium_confusum,IMI_corynebacterium_glutamicum,IMI_corynebacterium_species,IMI_corynebacterium_stationis,IMI_corynebacterium_ulcerans,IMI_corynebacterium_variabile,IMI_corynebacterium_xerosis,IMI_e_coli,IMI_enterobacter_species,IMI_enterococcus_saccharolyticus,IMI_glutamicibacter_arilaitensis,IMI_gram_neg_noncoliform_organism_rods,IMI_gram_positive_cocci,IMI_gram_positive_org,IMI_gram_positive_rod,IMI_klebsiella_aerogenes,IMI_klebsiella_pneumoniae,IMI_klebsiella_variicola,IMI_kocuria_carniphila,IMI_kocuria_palustris,IMI_kocuria_species,IMI_leuconostoc_mesenteroides,IMI_macrococcus_canis,IMI_microbacterium_species,IMI_micrococcus_species,IMI_moraxella_osloensis,IMI_moraxella_species,IMI_pseudomonas_aeruginosa,IMI_pseudomonas_fluorescens,IMI_pseudomonas_species,IMI_psychrobacter_pasteurii,IMI_psychrobacter_species,IMI_serratia_marcescens,IMI_staphylococcus_agnetis,IMI_staphylococcus_chromogenes,IMI_staphylococcus_epidermidis,IMI_staphylococcus_equorum,IMI_staphylococcus_haemolyticus,IMI_staphylococcus_hominis,IMI_staphylococcus_sciuri,IMI_staphylococcus_simulans,IMI_streptococcus_canis,IMI_streptococcus_dysgalactiae,IMI_streptococcus_species,IMI_streptococcus_uberis,IMI_wautersiella_falsenii,IMI_weissella_cibaria,IMI_weissella_hellenica,IMI_no_id,quarter_code_dup,sum_IMI_species,gen_IMI_due_to,any_IMI
1713,Glennview,199_Glennview,LF,199_Glennview_LF,199_Glennview_LF_third,third,0,0,0,1,145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19.2020,Glennview,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,c,3,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,1,first,2.2,TS,TS_SH,SH,Jersey,70,61_80,15200,n,good,61,mat_conc,NA,NA,NA,NA,NA,kiln_dried,under_cover,y,21,56,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,always,sometimes,sometimes,issue,sometimes_issue,vet,y,occ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1714,OughtaBe,spot_OughtaBe,LF,spot_OughtaBe_LF,spot_OughtaBe_LF_third,third,0,0,0,3,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12.2020,OughtaBe,28,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1715,OughtaBe,spot_OughtaBe,RF,spot_OughtaBe_RF,spot_OughtaBe_RF_third,third,0,0,0,3,173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12.2020,OughtaBe,28,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,2,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,3,third,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1716,OughtaBe,butterfly_OughtaBe,LF,butterfly_OughtaBe_LF,butterfly_OughtaBe_LF_third,third,0,0,0,3,345,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12.2020,OughtaBe,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,4000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1717,OughtaBe,butterfly_OughtaBe,RH,butterfly_OughtaBe_RH,butterfly_OughtaBe_RH_third,third,0,0,0,3,345,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12.2020,OughtaBe,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,3,third,2.3,TS,TS_SH,SH,Jersey,70,61_80,13500,n,poor_fair,64,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,28,28,2.54,NA,NA,NA,NA,tiestall,y,one,all,n,never,sometimes,sometimes,never,never,ref,n,reg,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1718,Paddlebridge,glorybe29_Paddlebridge,RF,glorybe29_Paddlebridge_RF,glorybe29_Paddlebridge_RF_third,third,0,0,0,1,234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20.2020,Paddlebridge,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,c,2,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1719,Paddlebridge,glorybe29_Paddlebridge,RH,glorybe29_Paddlebridge_RH,glorybe29_Paddlebridge_RH_third,third,0,0,0,1,234,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20.2020,Paddlebridge,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,c,2,7000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,1,first,1.7,TS,TS_SH,SH,Holstein,56,44_60,21204,n,good,50,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,14,6.35,NA,NA,NA,NA,tiestall,y,one,no_some,y,never,always,sometimes,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1720,vonTrapp,hosana_vonTrapp,LH,hosana_vonTrapp_LH,hosana_vonTrapp_LH_third,third,0,0,0,1,141,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10.2020,vonTrapp,34,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,1,first,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1721,vonTrapp,iris_vonTrapp,RF,iris_vonTrapp_RF,iris_vonTrapp_RF_third,third,0,0,0,3,226,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10.2020,vonTrapp,22,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,2,c,3,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,3,third,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,2,3,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1722,vonTrapp,tilly_vonTrapp,LF,tilly_vonTrapp_LF,tilly_vonTrapp_LF_third,third,0,0,0,3,346,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10.2020,vonTrapp,17,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,j,3,c,4,41000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,3,third,2.2,TS,TS_SH,SH,Other,55,44_60,10675,y,good,116,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,7,14,2.5,NA,NA,NA,NA,tiestall,y,one,all,y,always,sometimes,sometimes,always,never,onfarm,n,no,3,4,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1723,BJ,cb5_BJ,RF,cb5_BJ_RF,cb5_BJ_RF_third,third,0,0,0,1,239,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26.2020,BJ,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,2,c,2,7000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1724,BJ,cb3_BJ,RF,cb3_BJ_RF,cb3_BJ_RF_third,third,0,0,0,2,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26.2020,BJ,31,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,3,c,2,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,2,second,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1725,BJ,763_BJ,RF,763_BJ_RF,763_BJ_RF_third,third,0,0,0,1,156,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26.2020,BJ,20,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,m,3,c,3,9000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,1,first,2.5,TS,TS_SH,SH,Holstein,61,61_80,15500,y,good,49,mat_conc,NA,NA,NA,NA,NA,fresh_raw,under_cover,n,14,35,3.81,NA,NA,NA,NA,tiestall,y,dep_two,no_some,y,never,never,never,never,never,never,y,occ,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1726,Butterworks,mustard_Butterworks,LF,mustard_Butterworks_LF,mustard_Butterworks_LF_third,third,0,0,0,6,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,5000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,6,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1727,Butterworks,mustard_Butterworks,LH,mustard_Butterworks_LH,mustard_Butterworks_LH_third,third,0,0,0,6,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,2000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,6,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1728,Butterworks,mustard_Butterworks,RH,mustard_Butterworks_RH,mustard_Butterworks_RH_third,third,0,0,0,6,177,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,15,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,11000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,6,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1729,Butterworks,nona_Butterworks,LF,nona_Butterworks_LF,nona_Butterworks_LF_third,third,0,0,0,5,215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,26000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LF,5,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1730,Butterworks,nona_Butterworks,LH,nona_Butterworks_LH,nona_Butterworks_LH_third,third,0,0,0,5,215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,41000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,5,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1731,Butterworks,nona_Butterworks,RF,nona_Butterworks_RF,nona_Butterworks_RF_third,third,0,0,0,5,215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,32000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,5,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1732,Butterworks,nona_Butterworks,RH,nona_Butterworks_RH,nona_Butterworks_RH_third,third,0,0,0,5,215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,18,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,2,34000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RH,5,fourth_plus,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1733,Butterworks,avocado_Butterworks,LH,avocado_Butterworks_LH,avocado_Butterworks_LH_third,third,0,0,0,2,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,21,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,3,3000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,LH,2,second,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
1734,Butterworks,avocado_Butterworks,RF,avocado_Butterworks_RF,avocado_Butterworks_RF_third,third,0,0,0,2,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3.2020,Butterworks,21,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,3,c,3,8000,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,RF,2,second,2,BP,BP_WF,WC_FI,Jersey,44,44_60,11794,y,poor_fair,10,deep,y,44,339.653368,7.7,1.025974026,fresh_raw,NA,y,NA,NA,NA,0,NA,0.7,1.7,tiestall,n,one,all,y,always,sometimes,never,never,never,vet,n,no,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,0
