ID,Test Date,Milk,PCTF,PCTP,305ME,SCC,?,Pen,Mun
585,07/11/18,58,3.7,2.8,20540,33,0,0,0,
585,10/05/18,54,4.2,3.3,21000,26,0,0,15,
585,11/07/18,50,4.0,3.3,20990,50,0,0,0,
585,12/10/18,41,4.3,3.8,21000,32,0,0,0,
585,01/10/19,24,5.2,4.2,21040,77,0,0,0,
585,02/18/19,0,0.0,0.0,20950,0,0,0,0,
724,10/24/17,42,4.8,2.3,13760,34,0,0,0,
724,11/21/17,55,3.1,2.7,16240,10,0,0,0,
724,12/19/17,50,3.4,3.0,15740,16,0,0,0,
724,01/19/18,33,4.1,3.0,12790,81,0,0,0,
724,02/17/18,54,3.6,3.2,16490,35,0,0,0,
724,03/21/18,49,3.2,3.3,16170,4,0,0,0,
724,04/23/18,34,4.4,3.4,14770,5841,0,0,0,
724,05/24/18,29,2.0,3.4,14570,12,0,0,0,
724,06/28/18,37,3.9,3.3,15330,11,0,0,0,
724,07/05/18,39,3.8,3.2,15470,13,0,0,0,
724,07/11/18,37,4.1,3.3,15480,24,0,0,0,
724,10/05/18,46,4.2,3.4,15630,11,0,0,12,
724,11/07/18,41,3.7,3.1,15600,18,0,0,0,
724,12/10/18,33,4.0,3.5,15570,23,0,0,0,
724,01/10/19,26,4.5,3.5,15620,37,0,0,0,
724,02/18/19,0,0.0,0.0,15600,0,0,0,0,
719,04/23/18,59,3.0,2.5,15060,36,0,0,0,
719,05/24/18,76,2.0,2.7,16980,18,0,0,0,
719,06/28/18,56,3.4,2.5,14940,104,0,0,0,
719,07/05/18,69,2.7,2.5,16790,14,0,0,0,
719,07/11/18,67,2.8,2.5,16720,20,0,0,0,
719,07/18/18,79,3.0,2.6,18250,38,0,0,14,
719,07/26/18,69,2.8,2.6,17610,51,0,0,14,
719,08/01/18,53,3.5,2.2,15850,82,0,0,18,
719,09/05/18,64,3.1,2.8,17830,46,0,0,13,
719,10/05/18,58,3.4,3.2,18110,22,0,0,14,
719,11/07/18,54,3.5,3.2,18630,23,0,0,0,
719,12/10/18,45,3.7,3.5,18680,34,0,0,0,
719,01/10/19,37,3.9,3.5,18640,61,0,0,0,
719,02/18/19,0,0.0,0.0,18640,0,0,0,0,
711,11/21/17,75,2.3,2.2,16790,62,0,0,0,
711,12/19/17,76,0.0,0.0,16950,0,1,0,0,
711,01/19/18,71,3.6,2.6,17470,38,0,0,0,
711,02/17/18,66,3.4,2.7,17630,23,0,0,0,
711,03/21/18,68,3.5,2.9,18560,15,0,0,0,
711,04/23/18,57,3.3,2.9,17980,10,0,0,0,
711,05/24/18,55,2.7,3.0,18340,22,0,0,0,
711,06/28/18,56,3.4,3.1,19010,19,0,0,0,
711,07/05/18,54,3.4,3.0,19040,24,0,0,0,
711,07/11/18,52,3.9,3.0,19100,26,0,0,0,
711,07/18/18,53,4.0,3.0,19250,57,0,0,12,
711,10/05/18,48,4.5,3.5,19380,101,0,0,11,
711,11/07/18,46,4.2,3.6,19380,121,0,0,0,
711,12/10/18,39,4.0,3.6,19360,114,0,0,0,
711,01/10/19,32,4.1,3.7,19450,139,0,0,0,
711,02/18/19,0,0.0,0.0,19580,0,0,0,0,
675,01/19/18,71,5.1,3.8,0,53,0,0,0,
675,02/17/18,75,2.4,2.7,15780,10,0,0,0,
675,03/21/18,60,3.3,2.7,14200,15,0,0,0,
675,04/23/18,63,2.7,2.7,15000,12,0,0,0,
675,05/24/18,50,2.0,3.0,14070,11,0,0,0,
675,06/28/18,44,2.8,2.9,13820,10,0,0,0,
675,07/05/18,58,4.2,2.9,15250,22,0,0,0,
675,07/11/18,52,3.0,3.0,14850,19,0,0,0,
675,07/18/18,56,3.4,3.0,15310,31,0,0,12,
675,07/26/18,55,3.4,3.0,15450,34,0,0,14,
675,08/01/18,53,3.2,3.0,15320,32,0,0,15,
675,10/05/18,46,3.9,3.5,16280,62,0,0,14,
675,11/07/18,56,3.4,3.3,16810,91,0,0,0,
675,12/10/18,49,3.2,3.4,16860,80,0,0,0,
675,01/10/19,45,3.6,3.5,16860,101,0,0,0,
675,02/18/19,0,0.0,0.0,16780,0,0,0,0,
730,11/21/17,69,3.3,2.5,19200,17,0,0,0,
730,12/19/17,65,3.3,2.6,18730,16,0,0,0,
730,01/19/18,60,3.7,2.5,18090,73,0,0,0,
730,02/17/18,61,3.5,2.8,19010,174,0,0,0,
730,03/21/18,64,3.6,2.8,19880,9,0,0,0,
730,04/23/18,59,3.7,2.7,19820,17,0,0,0,
730,05/24/18,59,3.8,2.9,20210,27,0,0,0,
730,06/28/18,56,3.5,3.0,20450,21,0,0,0,
730,07/05/18,56,3.8,2.9,20600,19,0,0,0,
730,07/11/18,50,3.9,3.0,20260,23,0,0,0,
730,07/18/18,53,3.6,3.0,20520,28,0,0,12,
730,10/05/18,50,4.2,3.4,20880,31,0,0,15,
730,11/07/18,50,4.1,3.5,20880,34,0,0,0,
730,12/10/18,49,4.4,3.5,20840,35,0,0,0,
730,01/10/19,39,4.5,3.4,21070,34,0,0,0,
730,02/18/19,0,0.0,0.0,21060,0,0,0,0,
731,03/21/18,66,2.8,2.5,17200,93,0,0,0,
731,04/23/18,61,2.9,2.3,16030,487,0,0,0,
731,05/24/18,70,3.5,2.7,18480,444,0,0,0,
731,06/28/18,60,3.3,2.6,17810,195,0,0,0,
731,07/05/18,56,3.1,2.6,17330,166,0,0,0,
731,07/11/18,56,3.6,2.5,17430,667,0,0,0,
731,07/18/18,60,3.2,2.6,18080,688,0,0,16,
731,07/26/18,61,3.2,2.4,18410,1012,0,0,17,
731,08/01/18,49,3.4,2.6,16650,316,0,0,17,
731,09/05/18,62,3.6,2.8,19190,425,0,0,16,
731,10/05/18,56,3.9,3.1,19260,620,0,0,15,
731,11/07/18,58,3.6,3.0,19940,223,0,0,0,
731,12/10/18,55,3.7,2.9,20140,239,0,0,0,
731,01/10/19,55,4.0,2.9,20300,295,0,0,0,
731,02/18/19,0,0.0,0.0,20300,0,0,0,0,
738,04/23/18,51,3.1,2.7,13840,34,0,0,0,
738,05/24/18,57,3.2,2.8,15240,31,0,0,0,
738,06/28/18,51,3.1,2.9,15090,38,0,0,0,
738,07/05/18,54,3.3,2.8,15680,41,0,0,0,
738,07/11/18,50,3.2,2.9,15310,39,0,0,0,
738,07/18/18,53,3.2,2.9,15850,70,0,0,12,
738,07/26/18,45,3.2,2.9,14910,43,0,0,15,
738,08/01/18,49,2.9,2.9,15590,81,0,0,14,
738,09/05/18,48,3.6,3.2,16200,28,0,0,12,
738,10/05/18,48,3.7,3.4,16640,18,0,0,12,
738,11/07/18,46,3.6,3.4,16940,19,0,0,0,
738,12/10/18,45,3.7,3.4,17160,22,0,0,0,
738,01/10/19,41,3.9,3.5,17260,26,0,0,0,
738,02/18/19,27,4.4,3.7,17330,46,0,0,0,
738,03/23/19,0,0.0,0.0,17330,0,0,0,0,
742,02/17/18,56,3.5,3.0,16530,27,0,0,0,
742,03/21/18,47,3.7,2.6,14080,15,0,0,0,
742,04/23/18,44,3.8,2.8,13960,13,0,0,0,
742,05/24/18,53,4.0,2.9,15800,18,0,0,0,
742,06/28/18,56,3.6,2.9,16390,14,0,0,0,
742,07/05/18,48,3.6,2.8,15990,23,0,0,0,
742,07/11/18,47,3.0,2.9,15910,22,0,0,0,
742,07/18/18,53,3.6,2.9,16820,46,0,0,14,
742,07/26/18,51,3.4,2.8,16780,36,0,0,17,
742,08/01/18,51,3.4,2.8,16870,60,0,0,19,
742,09/05/18,52,3.9,3.0,17620,18,0,0,13,
742,11/07/18,46,3.9,3.2,17950,44,0,0,0,
742,12/10/18,45,3.9,3.3,18080,23,0,0,0,
742,01/10/19,39,4.2,3.4,18080,43,0,0,0,
742,02/18/19,37,4.7,3.6,18080,51,0,0,0,
742,03/23/19,0,0.0,0.0,18220,0,0,0,0,
697,03/21/18,90,3.4,2.6,19440,13,0,0,0,
697,04/23/18,76,3.3,2.5,17760,12,0,0,0,
697,05/24/18,82,2.9,2.8,19620,13,0,0,0,
697,06/28/18,65,3.2,2.7,18560,15,0,0,0,
697,07/05/18,60,3.1,2.6,18350,10,0,0,0,
697,07/11/18,67,3.5,2.8,19170,20,0,0,0,
697,07/18/18,65,3.1,2.6,19170,15,0,0,11,
697,07/26/18,61,3.5,2.7,18850,23,0,0,14,
697,08/01/18,62,3.2,2.7,19140,23,0,0,15,
697,09/05/18,58,3.6,3.0,19700,25,0,0,14,
697,10/05/18,56,3.7,3.3,20380,21,0,0,13,
697,11/07/18,60,3.7,3.2,21250,140,0,0,0,
697,12/10/18,59,4.3,3.8,21610,33,0,0,0,
697,01/10/19,59,4.6,4.1,21700,61,0,0,0,
697,02/18/19,17,5.4,4.1,21700,128,0,0,0,
697,03/23/19,0,0.0,0.0,21700,0,0,0,0,
748,03/21/18,36,3.1,3.1,13250,21,0,0,0,
748,04/23/18,33,3.2,2.4,10680,26,0,0,0,
748,05/24/18,34,3.7,2.7,11200,24,0,0,0,
748,06/28/18,35,3.4,2.9,11470,18,0,0,0,
748,07/05/18,33,3.0,2.8,11280,10,0,0,0,
748,07/11/18,39,3.4,2.9,12220,17,0,0,0,
748,07/18/18,40,3.4,2.8,12510,25,0,0,12,
748,07/26/18,34,3.3,2.8,11760,12,0,0,17,
748,08/01/18,40,3.4,2.9,12610,21,0,0,17,
748,09/05/18,34,3.4,3.0,12260,14,0,0,16,
748,10/05/18,36,3.6,3.1,12730,17,0,0,14,
748,11/07/18,37,3.5,3.2,13050,17,0,0,0,
748,12/10/18,37,3.9,3.3,13360,17,0,0,0,
748,01/10/19,35,4.2,3.3,13510,24,0,0,0,
748,02/18/19,29,4.8,3.7,13510,49,0,0,0,
748,03/23/19,0,0.0,0.0,13510,0,0,0,0,
676,03/21/18,84,2.3,2.5,17040,10,0,0,0,
676,04/23/18,80,2.6,2.4,16730,7,0,0,0,
676,05/24/18,84,2.4,2.8,18260,11,0,0,0,
676,06/28/18,74,3.2,2.8,18280,24,0,0,0,
676,07/05/18,66,3.2,2.8,17620,13,0,0,0,
676,07/11/18,77,4.3,2.7,18930,27,0,0,0,
676,07/18/18,83,3.3,2.7,19750,19,0,0,16,
676,07/26/18,67,2.1,2.7,18020,18,0,0,19,
676,08/01/18,69,4.1,2.7,18880,20,0,0,27,
676,09/05/18,66,3.8,3.0,19680,32,0,0,17,
676,10/05/18,64,4.2,3.3,20350,64,0,0,15,
676,11/07/18,62,3.9,3.3,20890,74,0,0,0,
676,12/10/18,53,3.9,3.6,21000,87,0,0,0,
676,01/10/19,39,4.0,3.9,21040,114,0,0,0,
676,02/18/19,0,0.0,0.0,21040,0,0,0,0,
