ID,Test Date,Milk,PCTF,PCTP,305ME,SCC,?,Pen,Mun
746,05/24/18,53,3.5,3.0,15930,50,0,0,0,
746,06/28/18,46,3.6,3.0,15240,165,0,0,0,
746,07/05/18,44,3.5,2.8,15120,91,0,0,0,
746,07/11/18,45,4.0,2.9,15200,161,0,0,0,
746,07/18/18,51,3.9,2.9,16090,90,0,0,16,
746,07/26/18,39,4.1,2.9,14680,115,0,0,21,
746,08/01/18,42,3.8,3.0,15110,55,0,0,22,
746,09/05/18,42,4.2,3.3,15660,31,0,0,16,
746,10/05/18,40,6.2,3.4,15870,34,0,0,15,
746,11/07/18,45,4.3,3.6,16640,51,0,0,0,
746,12/10/18,43,4.4,3.7,16920,40,0,0,0,
746,01/10/19,39,4.6,3.9,17040,45,0,0,0,
746,02/18/19,32,5.6,4.2,17040,53,0,0,0,
746,03/23/19,0,0.0,0.0,17040,0,0,0,0,
747,12/10/18,64,3.7,2.6,17470,41,0,0,0,
747,01/10/19,63,2.5,2.5,17370,81,0,0,0,
747,02/18/19,65,3.6,2.7,18690,297,0,0,0,
747,03/23/19,63,3.3,2.7,18950,149,0,0,0,
747,04/25/19,54,4.0,2.9,18130,407,0,0,0,
748,04/25/19,59,4.8,3.6,16600,38,0,0,0,
749,01/10/19,68,3.5,3.3,17520,85,0,0,0,
749,02/18/19,77,3.9,2.5,19340,26,0,0,0,
749,03/23/19,75,3.5,2.7,20100,17,0,0,0,
749,04/25/19,64,3.9,2.8,19190,31,0,0,0,
750,01/10/19,61,3.4,2.7,16030,13,0,0,0,
750,02/18/19,58,3.6,2.8,15540,72,0,0,0,
750,03/23/19,57,3.3,2.8,16090,21,0,0,0,
750,04/25/19,52,3.6,3.0,15950,15,0,0,0,
751,12/10/18,55,3.3,3.0,15980,37,0,0,0,
751,01/10/19,55,3.0,2.8,15740,18,0,0,0,
751,02/18/19,25,5.5,2.9,10600,28,0,0,0,
751,03/23/19,46,3.7,3.0,14060,257,0,0,0,
751,04/25/19,47,3.8,3.0,14520,70,0,0,0,
758,12/10/18,24,3.6,4.1,11220,54,0,0,0,
758,01/10/19,35,2.8,2.8,11130,20,0,0,0,
758,02/18/19,41,3.1,2.8,11730,16,0,0,0,
758,03/23/19,38,3.0,2.9,11580,11,0,0,0,
758,04/25/19,40,3.3,3.1,12120,18,0,0,0,
1003,02/17/18,61,3.6,3.0,17340,32,0,0,0,
1003,03/21/18,49,3.4,2.8,15000,16,0,0,0,
1003,04/23/18,50,3.3,2.6,15450,13,0,0,0,
1003,05/24/18,51,3.4,2.9,16110,30,0,0,0,
1003,06/28/18,44,3.6,2.9,15430,16,0,0,0,
1003,07/05/18,44,3.3,2.8,15690,14,0,0,0,
1003,07/11/18,43,4.0,2.8,15610,36,0,0,0,
1003,07/18/18,46,4.1,2.9,16150,36,0,0,15,
1003,07/26/18,41,3.0,2.8,15670,16,0,0,18,
1003,08/01/18,44,3.5,2.9,16000,21,0,0,18,
1003,09/05/18,50,3.8,3.2,17170,20,0,0,16,
1003,12/10/18,49,3.7,3.3,17650,14,0,0,0,
1003,01/10/19,45,3.9,3.3,17650,13,0,0,0,
1003,02/18/19,46,4.3,3.4,17650,21,0,0,0,
1003,03/23/19,38,4.3,3.4,17790,25,0,0,0,
1003,04/25/19,0,0.0,0.0,18090,0,0,0,0,
643,12/31/14,52,0.0,0.0,0,0,0,0,0,
643,01/30/15,53,0.0,0.0,0,0,0,0,0,
643,03/01/15,51,0.0,0.0,0,0,0,0,0,
643,03/31/15,47,0.0,0.0,0,0,0,0,0,
643,04/30/15,44,0.0,0.0,0,0,0,0,0,
643,06/12/15,41,4.2,3.5,12690,18,0,0,0,
643,07/10/15,34,3.9,3.3,12440,8,0,0,0,
643,08/25/15,26,4.7,4.0,12340,17,0,0,0,
643,09/15/15,23,4.9,4.0,12430,59,0,0,0,
643,10/15/15,0,0.0,0.0,12430,0,0,0,0,
675,06/12/14,41,3.0,3.0,0,21,0,0,0,
675,07/10/14,29,3.4,3.0,7670,28,0,0,0,
675,08/25/14,35,3.4,3.3,8910,41,0,0,0,
675,09/15/14,33,3.4,3.3,9050,29,0,0,0,
675,10/15/14,33,3.9,3.5,9200,23,0,0,0,
675,11/13/14,33,4.0,3.6,9340,27,0,0,0,
675,12/16/14,31,3.9,3.6,9260,25,0,0,0,
675,01/13/15,27,4.1,3.9,9010,26,0,0,0,
661,01/31/15,51,0.0,0.0,0,0,0,0,0,
661,03/02/15,52,0.0,0.0,0,0,0,0,0,
661,04/01/15,50,0.0,0.0,0,0,0,0,0,
661,05/01/15,46,0.0,0.0,0,0,0,0,0,
661,06/12/15,43,4.1,3.2,12380,22,0,0,0,
661,07/10/15,31,3.8,3.2,11500,32,0,0,0,
661,08/25/15,24,4.0,3.1,11270,26,0,0,0,
661,09/15/15,23,3.2,3.2,11340,14,0,0,0,
661,10/15/15,25,3.9,3.5,11620,30,0,0,0,
661,11/13/15,0,0.0,0.0,11620,0,0,0,0,
560,03/31/15,42,0.0,0.0,0,0,0,0,0,
560,04/30/15,43,0.0,0.0,0,0,0,0,0,
560,06/12/15,41,4.7,3.7,10180,29,0,0,0,
560,07/10/15,33,5.3,4.0,9490,28,0,0,0,
560,08/25/15,28,6.2,4.6,9510,50,0,0,0,
560,09/15/15,27,5.9,4.8,9510,55,0,0,0,
560,10/15/15,25,7.2,5.2,9490,43,0,0,0,
560,11/13/15,29,6.5,4.9,9880,38,0,0,0,
560,12/16/15,31,6.2,4.9,10100,39,0,0,0,
560,01/13/16,0,0.0,0.0,10100,0,0,0,0,
685,03/31/15,51,0.0,0.0,0,0,0,0,0,
685,04/30/15,52,0.0,0.0,0,0,0,0,0,
685,06/12/15,49,2.9,2.8,12040,31,0,0,0,
685,07/10/15,46,2.8,2.8,12220,34,0,0,0,
685,08/25/15,41,2.9,3.0,12550,40,0,0,0,
685,09/15/15,34,3.6,3.1,12130,40,0,0,0,
685,10/15/15,42,3.3,3.1,13030,23,0,0,0,
685,11/13/15,39,3.9,3.2,13080,48,0,0,0,
685,12/16/15,38,3.4,3.3,13260,17,0,0,0,
685,01/13/16,0,0.0,0.0,13260,0,0,0,0,
510,06/12/15,41,4.1,3.4,0,178,0,0,0,
510,07/10/15,40,3.7,3.4,9480,218,0,0,0,
510,08/25/15,30,4.5,3.7,8600,315,0,0,0,
510,09/15/15,33,4.8,3.9,9350,224,0,0,0,
510,10/15/15,34,4.6,3.9,9670,129,0,0,0,
510,11/13/15,35,5.0,3.8,9970,247,0,0,0,
510,12/16/15,29,4.2,3.8,9370,187,0,0,0,
510,01/13/16,0,0.0,0.0,9370,0,0,0,0,
667,01/31/15,22,0.0,0.0,0,0,0,0,0,
667,03/02/15,22,0.0,0.0,0,0,0,0,0,
667,04/01/15,22,0.0,0.0,0,0,0,0,0,
667,05/01/15,20,0.0,0.0,0,0,0,0,0,
667,06/12/15,19,0.0,0.0,5330,0,0,0,0,
667,07/10/15,51,2.9,2.6,8120,162,0,0,0,
667,08/25/15,41,3.3,2.8,8630,24,0,0,0,
667,09/15/15,46,3.4,2.8,9140,22,0,0,0,
667,10/15/15,51,3.5,2.8,9550,13,0,0,0,
667,11/13/15,48,3.6,2.8,9670,19,0,0,0,
667,12/16/15,57,3.7,2.9,9670,20,0,0,0,
667,01/13/16,41,3.7,2.9,9670,21,0,0,0,
667,02/15/16,0,0.0,0.0,9670,0,0,0,0,
676,06/12/15,53,3.3,2.7,0,26,0,0,0,
676,07/10/15,44,2.5,2.6,10560,14,0,0,0,
676,08/25/15,30,3.4,2.9,8940,38,0,0,0,
676,09/15/15,27,3.3,2.9,8620,24,0,0,0,
676,10/15/15,36,4.0,3.2,10080,33,0,0,0,
676,11/13/15,35,3.6,3.1,10240,37,0,0,0,
676,12/16/15,38,3.6,3.2,10780,21,0,0,0,
676,01/13/16,30,3.8,3.0,10140,22,0,0,0,
676,02/15/16,0,0.0,0.0,10140,0,0,0,0,
670,01/31/15,33,0.0,0.0,0,0,0,0,0,
670,03/02/15,34,0.0,0.0,0,0,0,0,0,
670,04/01/15,33,0.0,0.0,0,0,0,0,0,
670,05/01/15,30,0.0,0.0,0,0,0,0,0,
670,05/31/15,28,0.0,0.0,0,0,0,0,0,
670,07/10/15,27,3.2,3.0,8390,14,0,0,0,
670,08/25/15,30,3.8,3.2,8990,56,0,0,0,
670,09/15/15,29,3.9,3.1,9140,22,0,0,0,
670,10/15/15,27,3.8,3.2,9290,18,0,0,0,
670,11/13/15,31,4.1,3.3,9420,58,0,0,0,
670,12/16/15,31,4.4,3.4,9420,95,0,0,0,
670,01/13/16,30,4.1,3.4,9420,51,0,0,0,
670,02/15/16,0,0.0,0.0,9420,0,0,0,0,
623,06/12/15,64,3.2,2.8,0,38,0,0,0,
623,07/10/15,53,3.0,2.9,11970,20,0,0,0,
623,08/25/15,43,3.3,2.9,11830,74,0,0,0,
623,09/15/15,42,3.6,3.2,12010,60,0,0,0,
623,10/15/15,44,3.6,3.3,12620,45,0,0,0,
623,11/13/15,39,4.0,3.5,12350,71,0,0,0,
623,12/16/15,38,3.9,3.5,12550,57,0,0,0,
623,01/13/16,38,4.0,3.6,12690,82,0,0,0,
623,02/15/16,27,4.5,3.9,12140,134,0,0,0,
623,03/15/16,0,0.0,0.0,12140,0,0,0,0,
609,03/04/15,41,0.0,0.0,0,0,0,0,0,
609,04/03/15,42,0.0,0.0,0,0,0,0,0,
609,05/03/15,41,0.0,0.0,0,0,0,0,0,
609,06/12/15,38,4.5,3.5,10140,35,0,0,0,
609,07/10/15,31,2.8,3.4,9420,13,0,0,0,
609,08/25/15,30,4.2,3.6,9800,20,0,0,0,
609,09/15/15,31,4.2,3.8,10020,24,0,0,0,
609,10/15/15,33,4.5,3.9,10350,14,0,0,0,
609,11/13/15,33,4.5,3.9,10620,29,0,0,0,
609,12/16/15,31,4.5,4.1,10730,20,0,0,0,
609,01/13/16,0,0.0,0.0,10730,0,0,0,0,
666,06/12/15,60,3.4,2.9,12510,105,0,0,0,
666,07/10/15,46,2.9,2.6,10140,16,0,0,0,
666,08/25/15,37,3.4,2.7,10140,117,0,0,0,
666,09/15/15,38,3.4,2.8,10370,368,0,0,0,
666,10/15/15,21,4.0,3.1,8970,181,1,0,0,
666,11/13/15,46,4.4,3.2,11590,67,0,0,0,
666,12/16/15,50,4.0,3.3,12530,247,0,0,0,
666,01/13/16,38,3.6,3.1,12210,176,0,0,0,
666,02/15/16,50,4.2,3.5,13170,53,0,0,0,
666,03/15/16,0,0.0,0.0,13170,0,0,0,0,
673,06/12/15,56,2.2,2.9,11850,27,0,0,0,
673,07/10/15,51,2.9,2.7,10570,30,0,0,0,
673,08/25/15,43,3.4,3.1,10920,50,0,0,0,
673,09/15/15,40,3.6,3.1,10820,50,0,0,0,
673,10/15/15,42,4.2,3.2,11540,28,0,0,0,
673,11/13/15,39,4.3,3.3,11760,38,0,0,0,
673,12/16/15,42,3.9,3.3,12520,31,0,0,0,
673,01/13/16,41,4.3,3.5,12870,18,0,0,0,
673,02/15/16,44,4.7,3.7,13390,27,0,0,0,
673,03/15/16,0,0.0,0.0,13390,0,0,0,0,
634,06/12/15,53,2.9,3.1,11720,31,0,0,0,
634,07/10/15,65,3.0,2.4,12560,10,0,0,0,
634,08/25/15,58,3.5,2.7,12980,15,0,0,0,
634,09/15/15,51,2.9,2.7,12780,26,0,0,0,
634,10/15/15,53,3.8,2.9,13680,47,0,0,0,
634,11/13/15,52,4.3,3.2,14460,16,0,0,0,
634,12/16/15,55,4.2,3.1,15410,14,0,0,0,
634,01/13/16,56,4.1,3.1,16180,27,0,0,0,
634,02/15/16,46,4.2,3.2,16120,24,0,0,0,
634,03/15/16,52,4.4,3.2,16460,19,0,0,0,
634,04/14/16,0,0.0,0.0,16460,0,0,0,0,
625,06/12/15,51,3.2,3.2,11430,23,0,0,0,
625,07/10/15,65,2.3,2.6,12580,19,0,0,0,
625,08/25/15,54,2.6,3.0,12490,14,0,0,0,
625,09/15/15,53,3.5,3.0,12910,20,0,0,0,
625,10/15/15,50,3.6,3.2,13450,26,0,0,0,
625,11/13/15,48,3.8,3.4,13880,55,0,0,0,
625,12/16/15,53,3.4,3.3,15020,21,0,0,0,
625,01/13/16,60,3.4,3.4,16240,50,0,0,0,
625,02/15/16,55,3.7,3.4,16420,57,0,0,0,
625,03/15/16,59,3.9,3.3,16680,40,0,0,0,
625,04/14/16,0,0.0,0.0,16680,0,0,0,0,
672,06/12/15,62,2.9,2.8,0,12,0,0,0,
672,07/10/15,46,3.2,2.7,11010,13,0,0,0,
672,08/25/15,37,3.4,2.9,10490,31,0,0,0,
672,09/15/15,34,3.9,3.1,10200,10,0,0,0,
672,10/15/15,31,4.6,3.3,9990,16,0,0,0,
672,11/13/15,44,4.1,3.3,12070,112,0,0,0,
672,12/16/15,44,3.8,3.3,12260,26,0,0,0,
672,01/13/16,45,3.9,3.4,12520,25,0,0,0,
672,02/15/16,31,3.9,3.3,11860,37,0,0,0,
672,03/15/16,39,4.2,3.5,12310,29,0,0,0,
672,04/14/16,0,0.0,0.0,12310,0,0,0,0,
576,07/10/15,53,3.5,3.1,11290,98,0,0,0,
576,08/25/15,56,3.1,2.6,12290,1717,0,0,0,
576,09/15/15,53,3.3,2.7,12710,854,0,0,0,
576,10/15/15,42,3.8,3.1,12100,200,0,0,0,
576,11/13/15,44,4.3,3.1,12820,305,0,0,0,
576,12/16/15,50,3.8,3.1,14150,891,0,0,0,
576,01/13/16,49,3.6,3.3,14500,603,0,0,0,
576,02/15/16,31,3.6,3.6,13480,143,0,0,0,
576,03/15/16,38,3.9,3.2,14200,121,0,0,0,
576,04/14/16,0,0.0,0.0,14200,0,0,0,0,
579,06/22/15,156,0.0,0.0,0,0,0,0,0,
579,07/22/15,159,0.0,0.0,0,0,0,0,0,
579,08/21/15,154,0.0,0.0,0,0,0,0,0,
579,08/25/15,0,0.0,0.0,35690,0,0,0,0,
579,09/15/15,53,3.3,3.1,22550,44,0,0,0,
579,10/15/15,53,4.1,3.4,23480,42,0,0,0,
579,11/13/15,16,4.7,3.2,19750,127,1,0,0,
579,12/16/15,53,3.5,3.3,23520,56,0,0,0,
579,01/13/16,49,3.6,3.3,23530,87,0,0,0,
579,02/15/16,42,3.5,3.5,23490,112,0,0,0,
579,03/15/16,32,3.6,3.6,23360,110,0,0,0,
579,04/14/16,0,0.0,0.0,23460,0,0,0,0,
664,06/12/15,56,3.0,3.0,0,16,0,0,0,
664,07/10/15,50,3.2,2.8,11510,11,0,0,0,
664,08/25/15,52,4.1,3.2,13080,63,0,0,0,
664,09/15/15,46,3.7,3.1,12660,15,0,0,0,
664,10/15/15,46,4.0,3.3,13110,17,0,0,0,
664,11/13/15,46,4.2,3.1,13630,16,0,0,0,
664,12/16/15,46,4.1,3.3,13830,17,0,0,0,
664,01/13/16,53,4.3,3.6,14660,31,0,0,0,
664,02/15/16,40,5.1,3.2,14070,48,0,0,0,
664,03/15/16,55,3.7,3.5,14750,71,0,0,0,
664,04/14/16,41,4.1,3.2,14780,24,0,0,0,
664,05/13/16,0,0.0,0.0,14780,0,0,0,0,
629,06/12/15,81,3.0,2.6,15270,7,0,0,0,
629,07/10/15,68,3.0,2.4,14110,7,0,0,0,
629,08/25/15,56,2.6,2.4,14110,12,0,0,0,
629,09/15/15,61,2.6,2.4,15330,11,0,0,0,
629,10/15/15,67,3.1,2.6,16500,9,0,0,0,
629,11/13/15,71,3.4,2.7,18490,15,0,0,0,
629,12/16/15,61,3.4,2.6,18680,9,0,0,0,
629,01/13/16,69,3.3,2.8,19860,10,0,0,0,
629,02/15/16,68,3.3,3.0,20230,20,0,0,0,
629,03/15/16,54,3.1,3.0,20180,16,0,0,0,
629,04/14/16,0,0.0,0.0,20180,0,0,0,0,
621,06/12/15,34,3.7,3.1,0,59,0,0,0,
621,07/10/15,34,3.4,2.9,8430,30,0,0,0,
621,08/25/15,37,4.6,3.0,9480,16,0,0,0,
621,09/15/15,25,2.2,3.2,7880,18,0,0,0,
621,10/15/15,27,4.5,3.4,8180,40,0,0,0,
621,11/13/15,35,4.5,3.2,9430,38,0,0,0,
621,12/16/15,33,4.5,3.3,9350,39,0,0,0,
621,01/13/16,28,4.2,3.6,9010,52,0,0,0,
621,02/15/16,27,4.0,3.5,9130,163,0,0,0,
621,03/15/16,22,4.2,3.4,9110,82,0,0,0,
621,04/14/16,0,0.0,0.0,9110,0,0,0,0,
686,06/12/15,62,3.2,2.6,0,28,0,0,0,
686,07/10/15,55,3.0,2.5,12510,21,0,0,0,
686,08/25/15,43,3.2,2.7,11870,24,0,0,0,
686,09/15/15,44,3.8,2.6,12470,24,0,0,0,
686,10/15/15,46,3.7,2.8,13080,19,0,0,0,
686,11/13/15,52,3.6,2.9,14410,14,0,0,0,
686,12/16/15,50,3.5,3.0,14400,9,0,0,0,
686,01/13/16,55,3.7,3.1,15150,14,0,0,0,
686,02/15/16,57,4.0,3.2,15520,27,0,0,0,
686,03/15/16,32,3.9,3.3,14820,24,0,0,0,
686,04/14/16,51,4.3,3.4,15110,23,0,0,0,
686,05/13/16,38,4.8,3.7,15110,51,0,0,0,
686,06/17/16,0,0.0,0.0,15110,0,0,0,0,
665,06/12/15,49,3.4,2.9,0,23,0,0,0,
665,07/10/15,40,3.5,2.8,9620,13,0,0,0,
665,08/25/15,37,3.8,3.2,10030,64,0,0,0,
665,09/15/15,34,4.0,3.2,9740,57,0,0,0,
665,10/15/15,38,5.0,3.4,10670,5,0,0,0,
665,11/13/15,43,4.6,3.3,11640,11,0,0,0,
665,12/16/15,50,5.4,3.4,12610,24,0,0,0,
665,01/13/16,49,4.5,3.4,12810,123,0,0,0,
665,02/15/16,46,4.7,3.5,12870,46,0,0,0,
665,03/15/16,45,4.4,3.3,13020,113,0,0,0,
665,04/14/16,0,0.0,0.0,13020,0,0,0,0,
632,04/08/15,66,0.0,0.0,0,0,0,0,0,
632,05/08/15,67,0.0,0.0,0,0,0,0,0,
632,06/12/15,64,2.9,3.0,15150,44,0,0,0,
632,07/10/15,50,2.3,2.7,14070,118,0,0,0,
632,08/25/15,47,3.6,2.9,14940,121,0,0,0,
632,09/15/15,48,3.5,3.0,15360,2868,0,0,0,
632,10/15/15,42,3.3,3.3,15110,236,0,0,0,
632,11/13/15,50,3.8,3.3,15920,67,0,0,0,
632,12/16/15,53,3.7,3.4,16280,186,0,0,0,
632,01/13/16,55,3.7,3.4,16410,89,0,0,0,
632,02/15/16,33,5.0,3.6,16410,104,0,0,0,
632,03/15/16,41,3.8,3.7,16410,60,0,0,0,
632,04/14/16,27,4.1,3.9,16410,103,0,0,0,
632,05/13/16,0,0.0,0.0,16410,0,0,0,0,
565,04/07/15,67,0.0,0.0,0,0,0,0,0,
565,05/07/15,69,0.0,0.0,0,0,0,0,0,
565,06/12/15,66,3.8,3.1,15520,197,0,0,0,
565,07/10/15,53,3.7,3.2,14840,116,0,0,0,
565,08/25/15,43,3.4,3.2,14740,139,0,0,0,
565,09/15/15,50,3.9,3.3,15640,175,0,0,0,
565,10/15/15,50,3.6,3.5,16070,159,0,0,0,
565,11/13/15,54,4.1,3.7,16610,202,0,0,0,
565,12/16/15,50,3.8,3.5,16730,314,0,0,0,
565,01/13/16,55,4.1,3.6,16880,121,0,0,0,
565,02/15/16,38,4.0,3.8,16880,105,0,0,0,
565,03/15/16,48,4.2,3.5,16880,193,0,0,0,
565,04/14/16,41,4.1,3.7,16880,266,0,0,0,
565,05/13/16,0,0.0,0.0,16880,0,0,0,0,
602,08/25/15,52,3.3,3.9,11630,1734,0,0,0,
602,09/15/15,55,2.3,2.6,12340,1530,0,0,0,
602,10/15/15,0,0.0,0.0,12340,0,1,0,0,
602,11/13/15,50,2.7,2.8,12270,1289,0,0,0,
602,12/16/15,40,3.2,2.9,11210,949,0,0,0,
602,01/13/16,53,3.0,3.0,13330,1640,0,0,0,
602,02/15/16,48,3.5,3.0,13470,1076,0,0,0,
602,03/15/16,50,3.0,3.1,14010,2468,0,0,0,
602,04/14/16,38,3.4,3.1,13660,2446,0,0,0,
602,05/13/16,27,3.7,3.1,13840,3094,0,0,0,
602,06/17/16,0,0.0,0.0,14520,0,0,0,0,
585,06/12/15,66,3.7,2.7,0,143,0,0,0,
585,07/10/15,63,3.2,2.7,13790,127,0,0,0,
585,08/25/15,56,3.5,2.9,14550,189,0,0,0,
585,09/15/15,51,3.4,3.1,14380,112,0,0,0,
585,10/15/15,53,3.9,3.2,15050,124,0,0,0,
585,11/13/15,58,3.9,3.2,16420,66,0,0,0,
585,12/16/15,57,3.9,3.3,16680,47,0,0,0,
585,01/13/16,38,4.1,3.5,15200,60,0,0,0,
585,02/15/16,57,4.0,3.4,16610,91,0,0,0,
585,03/15/16,54,4.1,3.6,16690,117,0,0,0,
585,04/14/16,51,4.7,3.8,16810,51,0,0,0,
585,05/13/16,32,4.9,4.3,16810,97,0,0,0,
585,06/17/16,0,0.0,0.0,16810,0,0,0,0,
636,06/12/15,68,2.7,2.7,0,12,0,0,0,
636,07/10/15,57,3.2,2.7,12920,13,0,0,0,
636,08/25/15,52,3.3,2.8,13610,20,0,0,0,
636,09/15/15,51,3.2,2.9,14060,30,0,0,0,
636,10/15/15,31,4.4,3.0,11460,14,1,0,0,
636,11/13/15,41,4.8,2.9,13060,14,0,0,0,
636,12/16/15,61,3.5,3.0,15610,16,0,0,0,
636,01/13/16,62,3.6,3.1,16010,41,0,0,0,
636,02/15/16,68,3.5,3.2,16730,30,0,0,0,
636,03/15/16,68,3.6,3.4,16920,20,0,0,0,
636,04/14/16,55,4.3,3.5,16950,53,0,0,0,
636,05/13/16,45,4.3,3.6,16950,29,0,0,0,
636,06/17/16,36,4.0,3.9,16950,27,0,0,0,
636,07/14/16,0,0.0,0.0,16950,0,0,0,0,
663,03/16/15,52,0.0,0.0,0,0,0,0,0,
663,04/15/15,53,0.0,0.0,0,0,0,0,0,
663,06/12/15,49,2.4,2.9,12530,17,0,0,0,
663,07/10/15,48,3.2,2.8,12730,22,0,0,0,
663,08/25/15,37,3.2,3.1,12410,36,0,0,0,
663,09/15/15,27,2.0,3.2,11670,66,0,0,0,
663,10/15/15,44,3.9,3.4,13170,47,0,0,0,
663,11/13/15,43,3.7,3.3,13400,42,0,0,0,
663,12/16/15,42,3.7,3.5,13600,23,0,0,0,
663,01/13/16,43,3.8,3.5,13600,35,0,0,0,
663,02/15/16,44,4.2,3.5,13600,58,0,0,0,
663,03/15/16,32,3.0,3.5,13600,30,0,0,0,
663,04/14/16,30,4.0,3.9,13600,1471,0,0,0,
663,05/13/16,0,0.0,0.0,13600,0,0,0,0,
544,08/25/15,73,3.2,2.5,15350,9,0,0,0,
544,09/15/15,68,3.1,2.6,15470,28,0,0,0,
544,10/15/15,68,3.7,2.8,17070,17,0,0,0,
544,11/13/15,64,4.0,2.9,17980,22,0,0,0,
544,12/16/15,65,3.2,2.9,19320,29,0,0,0,
544,01/13/16,64,3.5,3.0,19950,32,0,0,0,
544,02/15/16,65,3.9,3.2,20840,52,0,0,0,
544,03/15/16,59,3.8,3.1,20930,61,0,0,0,
544,04/14/16,58,4.2,3.3,21260,93,0,0,0,
544,05/13/16,47,4.8,3.2,21310,106,0,0,0,
544,06/17/16,19,4.3,3.7,21310,175,0,0,0,
544,07/14/16,0,0.0,0.0,21310,0,0,0,0,
656,06/12/15,45,3.6,3.3,0,90,0,0,0,
656,07/10/15,38,3.4,3.2,9240,107,0,0,0,
656,08/25/15,39,3.6,3.5,10110,124,0,0,0,
656,09/15/15,34,3.3,3.6,9630,59,0,0,0,
656,10/15/15,33,4.3,3.8,9800,80,0,0,0,
656,11/13/15,35,4.4,3.9,10270,192,0,0,0,
656,12/16/15,34,4.2,4.0,10310,160,0,0,0,
656,01/13/16,36,4.4,4.0,10640,66,0,0,0,
656,02/15/16,33,4.3,4.1,10620,76,0,0,0,
656,03/15/16,29,4.4,4.0,10620,55,0,0,0,
656,04/14/16,23,5.0,4.5,10730,145,0,0,0,
656,05/13/16,10,4.8,4.4,10730,157,0,0,0,
656,06/17/16,0,0.0,0.0,10730,0,0,0,0,
607,06/12/15,71,4.1,3.8,0,2335,0,0,0,
607,07/10/15,84,3.7,2.9,16080,73,0,0,0,
607,08/25/15,69,3.2,2.9,15800,157,0,0,0,
607,09/15/15,53,2.3,2.9,14780,48,0,0,0,
607,10/15/15,46,3.9,3.1,14680,38,0,0,0,
607,11/13/15,62,5.3,3.2,17330,72,0,0,0,
607,12/16/15,57,3.7,3.2,17520,54,0,0,0,
607,01/13/16,64,3.7,3.4,18610,88,0,0,0,
607,02/15/16,68,4.0,3.5,19430,112,0,0,0,
607,03/15/16,66,4.2,3.4,19640,965,0,0,0,
607,04/14/16,45,5.1,3.1,19630,209,0,0,0,
607,05/13/16,47,4.5,3.3,19630,69,0,0,0,
607,06/17/16,41,4.2,3.5,19630,168,0,0,0,
607,07/14/16,0,0.0,0.0,19630,0,0,0,0,
135,06/12/15,69,3.4,2.9,0,115,0,0,0,
135,07/10/15,63,3.2,2.7,13840,50,0,0,0,
135,08/25/15,41,3.3,2.9,11800,106,0,0,0,
135,09/15/15,57,3.7,3.0,14780,129,0,0,0,
135,10/15/15,51,3.8,3.3,14530,54,0,0,0,
135,11/13/15,50,3.7,3.2,14940,53,0,0,0,
135,12/16/15,51,3.6,3.3,15280,88,0,0,0,
135,01/13/16,49,3.6,3.3,15380,128,0,0,0,
135,02/15/16,46,3.5,3.4,15440,163,0,0,0,
135,03/15/16,47,3.4,3.3,15630,91,0,0,0,
135,04/14/16,38,3.0,3.5,15700,154,0,0,0,
135,05/13/16,32,4.4,3.5,15700,836,0,0,0,
135,06/17/16,19,4.3,3.7,15700,630,0,0,0,
135,07/14/16,0,0.0,0.0,15700,0,0,0,0,
645,10/15/15,67,3.8,2.8,14430,11,0,0,0,
645,11/13/15,62,3.8,2.8,14290,1069,0,0,0,
645,12/16/15,59,3.3,2.9,14980,435,0,0,0,
645,01/13/16,58,3.6,3.1,15490,1646,0,0,0,
645,02/15/16,68,3.6,3.3,17620,1121,0,0,0,
645,03/15/16,16,4.3,3.2,12120,261,0,0,0,
645,04/14/16,45,4.0,3.4,15030,899,0,0,0,
645,05/13/16,49,3.7,3.4,15850,550,0,0,0,
645,06/17/16,49,3.5,3.3,16440,1075,0,0,0,
645,07/14/16,37,4.2,3.3,16430,1538,0,0,0,
645,08/11/16,34,3.7,3.5,16490,857,0,0,0,
645,09/14/16,0,0.0,0.0,16490,0,0,0,0,
691,02/15/16,72,3.3,2.7,15820,41,0,0,0,
691,03/15/16,64,3.1,2.7,15080,21,0,0,0,
691,04/14/16,60,3.1,2.8,15150,14,0,0,0,
691,05/13/16,53,3.5,2.8,14810,16,0,0,0,
691,06/17/16,53,3.1,3.0,15270,15,0,0,0,
691,07/14/16,41,3.5,2.9,14510,47,0,0,0,
691,08/11/16,46,3.2,3.0,15270,29,0,0,0,
691,09/14/16,43,3.7,3.4,15480,25,0,0,0,
691,10/14/16,0,0.0,0.0,15480,0,0,0,0,
684,12/16/15,67,3.3,2.5,18920,12,0,0,0,
684,01/13/16,71,3.2,2.7,20470,247,0,0,0,
684,02/15/16,57,3.4,2.8,18830,106,0,0,0,
684,03/15/16,64,3.4,2.9,20750,8,0,0,0,
684,04/14/16,62,3.7,2.9,21020,16,0,0,0,
684,05/13/16,58,3.7,3.1,20920,31,0,0,0,
684,06/17/16,49,3.7,3.1,20440,13,0,0,0,
684,07/14/16,41,4.1,3.0,20060,22,0,0,0,
684,08/11/16,40,3.7,3.4,20330,13,0,0,0,
684,09/14/16,36,4.0,3.5,20560,162,0,0,0,
684,10/14/16,0,0.0,0.0,20560,0,0,0,0,
616,06/12/15,56,3.2,3.1,0,33,0,0,0,
